Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Artwork frame material (product.metafields.shopify.artwork-frame-material),Coffee/Tea set pieces included (product.metafields.shopify.coffee-tea-set-pieces-included),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Desk organizer features (product.metafields.shopify.desk-organizer-features),Display sign design (product.metafields.shopify.display-sign-design),Display technology (product.metafields.shopify.display-technology),Frame style (product.metafields.shopify.frame-style),Material (product.metafields.shopify.material),Mounting hardware (product.metafields.shopify.mounting-hardware),Portability (product.metafields.shopify.portability),Shape (product.metafields.shopify.shape),Stationery binding type (product.metafields.shopify.stationery-binding-type),Suitable space (product.metafields.shopify.suitable-space),Theme (product.metafields.shopify.theme),Vase shape (product.metafields.shopify.vase-shape),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
welcome-engraving-combo,,,,,,,,,35 Sheets,,,,,,,,,2500.0,,0.0,deny,manual,11999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_luahayluahayluah.png?v=1759590253,kg,,,
welcome-engraving-combo,,,,,,,,,40 Sheets,,,,,,,,,2500.0,,0.0,deny,manual,12999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_luahayluahayluah.png?v=1759590253,kg,,,
welcome-engraving-combo,,,,,,,,,45 Sheets,,,,,,,,,2500.0,,0.0,deny,manual,13999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_luahayluahayluah.png?v=1759590253,kg,,,
welcome-engraving-combo,,,,,,,,,50 Sheets,,,,,,,,,2500.0,,0.0,deny,manual,14999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_luahayluahayluah.png?v=1759590253,kg,,,
welcome-full-acrylic-combo,WELCOME FULL ACRYLIC COMBO,"<h3><b>Simplifying Your Wedding Memories with Premium Quality</b></h3>
<p> </p>
<p>Handcrafted by <b>VowShot by Lightroom Productions</b>, the <b>WELCOME FULL ACRYLIC COMBO</b> is designed for the modern couple seeking luxurious presentation and a vibrant, contemporary look. This premium combo features a stunning <b>Full Acrylic Album Cover</b> that brings your favorite photograph to life, beautifully encased in a stylish, handled memory box.</p>
<hr>
<p> </p>
<h3>✨ <b>Product Features</b>
</h3>
<p> </p>
<ul>
<li>
<p><b>Box of Memories (Handled Design):</b> Safeguard your precious moments in style with our elegant, durable memory box. The unique <b>handled design</b> makes it easy to carry and present, while the secure clasp ensures your treasures are safe.</p>
</li>
<li>
<p><b>Designer Cover (Full Acrylic):</b> Make a statement with our exclusive, full-surface acrylic cover. This crystal-clear finish provides incredible depth and vibrancy, elevating your chosen photo into a high-gloss, premium art piece that reflects your unique style and personality.</p>
</li>
<li>
<p><b>Premium Quality:</b> Built with precision and high-quality materials, guaranteeing enduring beauty and lasting durability.</p>
</li>
</ul>
<hr>
<p> </p>
<h3>📏 <b>Available Sizes</b>
</h3>
<p> </p>
<ul>
<li>
<p><b>12x36</b><b></b></p>
</li>
<li>
<p><b>14x40</b></p>
</li>
</ul>
<p> </p>
<h3>📄 <b>Paper Options</b>
</h3>
<p> </p>
<ul>
<li>
<p>Belgium Series – <b>Glossy &amp; Matt</b> (Both Waterproof)</p>
</li>
</ul>
<p> </p>
<h3>📸 <b>Capacity</b>
</h3>
<p> </p>
<ul>
<li>
<p>Each sheet holds up to <b>6 photos on average</b> (e.g., 20 sheets = approximately 120 photos).</p>
</li>
</ul>
<hr>
<p> </p>
<h3>📦 <b>What's Included</b>
</h3>
<p> </p>
<p>The WELCOME FULL ACRYLIC COMBO provides modern elegance in two pieces:</p>
<ul>
<li>
<p><b>1 Premium Photo Album</b> (With Full Acrylic Cover)</p>
</li>
<li>
<p><b>1 Elegant Memory Box with Handle</b> (The outer packaging)</p>
</li>
</ul>
<hr>
<p> </p>
<h3>🛡️ <b>Guaranteed Assurance</b>
</h3>
<p> </p>
<ul>
<li>
<p><b>10 Years Warranty:</b> Guaranteed durability and long-lasting color protection.</p>
</li>
<li>
<p><b>All-Inclusive Cost:</b> <b>Designing Charges &amp; Printing Charges included</b>, providing clear, complete value.</p>
</li>
</ul>
<hr>
<p> </p>
<h3>📝 <b>How to Order</b>
</h3>
<p> </p>
<ol start=""1"">
<li>
<p><b>Share Your Photos:</b> WhatsApp your photos or share a Google Drive link to <b>7044007755</b> or email your files to <b>print.vowshot@gmail.com</b>.</p>
</li>
<li>
<p><b>Confirm Details:</b> Confirm your preferred size, paper type, and cover design.</p>
</li>
<li>
<p><b>Review &amp; Approve:</b> Receive a digital preview before final printing to ensure absolute satisfaction with your design.</p>
</li>
</ol>",Vowshot,Home & Garden > Household Supplies > Storage & Organization > Photo Storage > Photo Albums,"albums,photobooks & megabooks",,True,Size,20 Sheets,,,,,,,,,6000.0,,0.0,deny,manual,9999.0,,True,False,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_d7sirmd7sirmd7si.png?v=1759590932,1.0,,False,,,,,,,,,,,,,,,,,,pink; clear,,,,,,,,,,case,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_d7sirmd7sirmd7si.png?v=1759590932,kg,,,active
welcome-full-acrylic-combo,,,,,,,,,25 Sheets,,,,,,,,,6000.0,,0.0,deny,manual,10999.0,,True,False,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/IMG_4290.jpg?v=1759590943,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_d7sirmd7sirmd7si.png?v=1759590932,kg,,,
welcome-full-acrylic-combo,,,,,,,,,30 Sheets,,,,,,,,,6000.0,,0.0,deny,manual,11999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_d7sirmd7sirmd7si.png?v=1759590932,kg,,,
welcome-full-acrylic-combo,,,,,,,,,35 Sheets,,,,,,,,,6000.0,,0.0,deny,manual,12999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_d7sirmd7sirmd7si.png?v=1759590932,kg,,,
welcome-full-acrylic-combo,,,,,,,,,40 Sheets,,,,,,,,,6000.0,,0.0,deny,manual,13999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_d7sirmd7sirmd7si.png?v=1759590932,kg,,,
welcome-full-acrylic-combo,,,,,,,,,45 Sheets,,,,,,,,,6000.0,,0.0,deny,manual,14999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_d7sirmd7sirmd7si.png?v=1759590932,kg,,,
welcome-full-acrylic-combo,,,,,,,,,50 Sheets,,,,,,,,,6000.0,,0.0,deny,manual,15999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_d7sirmd7sirmd7si.png?v=1759590932,kg,,,
welcome-designer-box-combo,WELCOME DESIGNER BOX COMBO,"<h3><b>Simplifying Your Wedding Memories with Premium Quality</b></h3>
<p> </p>
<p>Handcrafted by <b>VowShot by Lightroom Productions</b>, the <b>WELCOME DESIGNER BOX COMBO</b> is built for elegant presentation and effortless style. This premium combo pairs a striking album with a unique, <b>handled Designer Box</b>, ensuring your most cherished wedding memories are not just preserved, but showcased with luxury and convenience.</p>
<hr>
<p> </p>
<h3>✨ <b>Product Features</b>
</h3>
<p> </p>
<ul>
<li>
<p><b>Box of Memories (Handled Designer Box):</b> Safeguard your precious moments in style with our elegant, durable memory box. The signature <b>handled design</b> and distinctive clasp make it easy to carry and present, serving as a stylish, timeless treasure chest for your photographs.</p>
</li>
<li>
<p><b>Designer Cover:</b> Make a statement with our exclusive designer cover, crafted to reflect your unique style and personality. The harmonious color and finish with the box create a complete, luxurious set.</p>
</li>
<li>
<p><b>Premium Quality:</b> Built with precision and high-quality materials, guaranteeing enduring beauty and lasting durability.</p>
</li>
</ul>
<hr>
<p> </p>
<h3>📏 <b>Available Sizes</b>
</h3>
<ul>
<li>
<p><b>12x36</b><b></b></p>
</li>
<li>
<p><b>14x40</b></p>
</li>
</ul>
<p> </p>
<h3>📄 <b>Paper Options</b>
</h3>
<p> </p>
<ul>
<li>
<p>Belgium Series – <b>Glossy &amp; Matt</b> (Both Waterproof)</p>
</li>
</ul>
<p> </p>
<h3>📸 <b>Capacity</b>
</h3>
<p> </p>
<ul>
<li>
<p>Each sheet holds up to <b>6 photos on average</b> (e.g., 20 sheets = approximately 120 photos).</p>
</li>
</ul>
<hr>
<p> </p>
<h3>📦 <b>What's Included</b>
</h3>
<p> </p>
<p>The WELCOME DESIGNER BOX COMBO is focused on elegant, simplified presentation:</p>
<ul>
<li>
<p><b>1 Premium Photo Album</b> (Contained within)</p>
</li>
<li>
<p><b>1 Elegant Designer Memory Box with Handle</b> (The outer packaging)</p>
</li>
</ul>
<hr>
<p> </p>
<h3>🛡️ <b>Guaranteed Assurance</b>
</h3>
<p> </p>
<ul>
<li>
<p><b>10 Years Warranty:</b> Guaranteed durability and long-lasting color protection.</p>
</li>
<li>
<p><b>All-Inclusive Cost:</b> <b>Designing Charges &amp; Printing Charges included</b>, providing clear, complete value.</p>
</li>
</ul>
<hr>
<p> </p>
<h3>📝 <b>How to Order</b>
</h3>
<p> </p>
<ol start=""1"">
<li>
<p><b>Share Your Photos:</b> WhatsApp your photos or share a Google Drive link to <b>7044007755</b> or email your files to <b>print.vowshot@gmail.com</b>.</p>
</li>
<li>
<p><b>Confirm Details:</b> Confirm your preferred size, paper type, and cover design.</p>
</li>
<li>
<p><b>Review &amp; Approve:</b> Receive a digital preview before final printing to ensure absolute satisfaction with your design.</p>
</li>
</ol>",Vowshot,Home & Garden > Household Supplies > Storage & Organization > Photo Storage > Photo Albums,"albums,photobooks & megabooks",,True,Size,20 Sheets,,,,,,,,,5000.0,,0.0,deny,manual,9999.0,,True,False,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_mgqy4lmgqy4lmgqy.png?v=1759591309,1.0,,False,,,,,,,,,,,,,,,,,,red,,,,,,,,,,case,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_mgqy4lmgqy4lmgqy.png?v=1759591309,kg,,,active
welcome-designer-box-combo,,,,,,,,,25 Sheets,,,,,,,,,5000.0,,0.0,deny,manual,10999.0,,True,False,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/IMG_4291.jpg?v=1759591334,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_mgqy4lmgqy4lmgqy.png?v=1759591309,kg,,,
welcome-designer-box-combo,,,,,,,,,30 Sheets,,,,,,,,,5000.0,,0.0,deny,manual,11999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_mgqy4lmgqy4lmgqy.png?v=1759591309,kg,,,
welcome-designer-box-combo,,,,,,,,,35 Sheets,,,,,,,,,5000.0,,0.0,deny,manual,12999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_mgqy4lmgqy4lmgqy.png?v=1759591309,kg,,,
welcome-designer-box-combo,,,,,,,,,40 Sheets,,,,,,,,,5000.0,,0.0,deny,manual,13999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_mgqy4lmgqy4lmgqy.png?v=1759591309,kg,,,
welcome-designer-box-combo,,,,,,,,,45 Sheets,,,,,,,,,5000.0,,0.0,deny,manual,14999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_mgqy4lmgqy4lmgqy.png?v=1759591309,kg,,,
welcome-designer-box-combo,,,,,,,,,50 Sheets,,,,,,,,,5000.0,,0.0,deny,manual,15999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_mgqy4lmgqy4lmgqy.png?v=1759591309,kg,,,
emporio-2-in-1-combo,EMPORIO 2 IN 1 COMBO,"<h3><b>Crafted with Care, Perfect Home for Your Cherished Memories</b></h3>
<p> </p>
<p>Handcrafted by <b>VowShot by Lightroom Productions</b>, the <b>EMPORIO 2 IN 1 COMBO</b> is the ultimate blend of elegance and secure preservation. Designed to feel like a high-end treasure chest, this premium combo features a single, beautiful photo album perfectly nested within a stunning, briefcase-style memory box.</p>
<hr>
<p> </p>
<h3>✨ <b>Product Features</b>
</h3>
<p> </p>
<ul>
<li>
<p><b>Box of Memories (Briefcase Style):</b> Safeguard your precious moments in style with our elegant, durable memory box. The unique <b>briefcase design</b> with a handle makes it a distinguished, portable keepsake, serving as a secure and timeless home for your treasured photographs.</p>
</li>
<li>
<p><b>Designer Cover:</b> Make a statement with our exclusive designer cover, crafted to reflect your unique style and personality. The harmonious color, texture, and personalization details ensure a sophisticated look.</p>
</li>
<li>
<p><b>Premium Quality:</b> Built with precision and high-quality materials, guaranteeing enduring beauty and lasting durability.</p>
</li>
</ul>
<hr>
<p> </p>
<h3>📏 <b>Available Sizes</b>
</h3>
<ul>
<li>
<p><b>12x36</b><b></b></p>
</li>
<li>
<p><b>14x40</b></p>
</li>
</ul>
<p> </p>
<h3>📄 <b>Paper Options</b>
</h3>
<p> </p>
<ul>
<li>
<p>Belgium Series – <b>Glossy &amp; Matt</b> (Both Waterproof)</p>
</li>
</ul>
<p> </p>
<h3>📸 <b>Capacity</b>
</h3>
<p> </p>
<ul>
<li>
<p>Each sheet holds up to <b>6 photos on average</b> (e.g., 20 sheets = approximately 120 photos).</p>
</li>
</ul>
<hr>
<p> </p>
<h3>📦 <b>What's Included</b>
</h3>
<p> </p>
<p>The EMPORIO 2 IN 1 COMBO is focused on luxurious, secure preservation:</p>
<ul>
<li>
<p><b>1 Premium Photo Album</b> (Contained within)</p>
</li>
<li>
<p><b>1 Elegant Briefcase-Style Memory Box</b> (The outer packaging)</p>
</li>
</ul>
<hr>
<p> </p>
<h3>🛡️ <b>Guaranteed Assurance</b>
</h3>
<p> </p>
<ul>
<li>
<p><b>10 Years Warranty:</b> Guaranteed durability and long-lasting color protection.</p>
</li>
<li>
<p><b>All-Inclusive Cost:</b> <b>Designing Charges &amp; Printing Charges included</b>, providing clear, complete value.</p>
</li>
</ul>
<hr>
<p> </p>
<h3>📝 <b>How to Order</b>
</h3>
<p> </p>
<ol start=""1"">
<li>
<p><b>Share Your Photos:</b> WhatsApp your photos or share a Google Drive link to <b>7044007755</b> or email your files to <b>print.vowshot@gmail.com</b>.</p>
</li>
<li>
<p><b>Confirm Details:</b> Confirm your preferred size, paper type, and cover design.</p>
</li>
<li>
<p><b>Review &amp; Approve:</b> Receive a digital preview before final printing to ensure absolute satisfaction with your design.</p>
</li>
</ol>",Vowshot,Home & Garden > Household Supplies > Storage & Organization > Photo Storage > Photo Albums,"albums,photobooks & megabooks",,True,Size,20 Sheets,,,,,,,,,4500.0,,0.0,deny,manual,13999.0,,True,False,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_4beqa04beqa04beq.png?v=1759591685,1.0,,False,,,,,,,,,,,,,,,,,,brown,,,,,,,,,,case,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_4beqa04beqa04beq.png?v=1759591685,kg,,,active
emporio-2-in-1-combo,,,,,,,,,25 Sheets,,,,,,,,,4500.0,,0.0,deny,manual,14999.0,,True,False,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/IMG_4281.jpg?v=1759591698,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_4beqa04beqa04beq.png?v=1759591685,kg,,,
emporio-2-in-1-combo,,,,,,,,,30 Sheets,,,,,,,,,4500.0,,0.0,deny,manual,15999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_4beqa04beqa04beq.png?v=1759591685,kg,,,
emporio-2-in-1-combo,,,,,,,,,35 Sheets,,,,,,,,,4500.0,,0.0,deny,manual,16999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_4beqa04beqa04beq.png?v=1759591685,kg,,,
emporio-2-in-1-combo,,,,,,,,,40 Sheets,,,,,,,,,4500.0,,0.0,deny,manual,17999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_4beqa04beqa04beq.png?v=1759591685,kg,,,
emporio-2-in-1-combo,,,,,,,,,45 Sheets,,,,,,,,,4500.0,,0.0,deny,manual,18999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_4beqa04beqa04beq.png?v=1759591685,kg,,,
emporio-2-in-1-combo,,,,,,,,,50 Sheets,,,,,,,,,4500.0,,0.0,deny,manual,19999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_4beqa04beqa04beq.png?v=1759591685,kg,,,
rosche-4-in-1-square-combo,ROSCHE 4 IN 1 SQUARE COMBO,"<h3><b>Where Memories Unfold Across Two Captivating Layers</b></h3>
<p> </p>
<p>Handcrafted by <b>VowShot by Lightroom Productions</b>, the <b>ROSCHE 4 IN 1 SQUARE COMBO</b> is a sophisticated and comprehensive memory solution. This package is elegantly designed to present your wedding story across two captivating layers within a luxurious, briefcase-style box, combining a premium album with three essential keepsakes.</p>
<hr>
<p> </p>
<h3>✨ <b>Product Highlights</b>
</h3>
<p> </p>
<ul>
<li>
<p><b>Box of Memories (Two-Layer Briefcase):</b> Safeguard your precious moments in style with our elegant, durable memory box. The unique <b>briefcase design</b> features an organized, multi-layered interior that securely houses your album and keepsakes.</p>
</li>
<li>
<p><b>Designer Cover:</b> Make a statement with our exclusive designer cover, crafted to reflect your unique style and personality.</p>
</li>
<li>
<p><b>Year-Round Calendar:</b> Relive your favorite moments every day with a <b>customizable calendar</b>, a perfect blend of functionality and sentimentality.</p>
</li>
<li>
<p><b>Miniature Masterpiece:</b> Delight in the compact charm of our <b>mini book</b>, a delightful keepsake that captures the essence of your memories in a portable package.</p>
</li>
</ul>
<hr>
<p> </p>
<h3>📏 <b>Available Sizes</b>
</h3>
<ul>
<li>
<p><b>12x36</b><b></b></p>
</li>
<li>
<p><b>14x40</b></p>
</li>
</ul>
<p> </p>
<h3>📄 <b>Paper Options</b>
</h3>
<p> </p>
<ul>
<li>
<p>Belgium Series – <b>Glossy &amp; Matt</b> (Both Waterproof)</p>
</li>
</ul>
<p> </p>
<h3>📸 <b>Capacity</b>
</h3>
<p> </p>
<ul>
<li>
<p>Each sheet holds up to <b>6 photos on average</b> (e.g., 20 sheets = approximately 120 photos).</p>
</li>
</ul>
<hr>
<p> </p>
<h3>📦 <b>What's Included</b>
</h3>
<p> </p>
<p>The ROSCHE 4 IN 1 COMBO provides a complete memory package:</p>
<ul>
<li>
<p><b>1 Premium Photo Album</b> (Contained within)</p>
</li>
<li>
<p><b>1 Elegant Memory Box</b> (Briefcase-Style)</p>
</li>
<li>
<p><b>1 Year-Round Photo Calendar</b></p>
</li>
<li>
<p><b>1 Miniature Masterpiece (Mini Book)</b></p>
</li>
</ul>
<hr>
<p> </p>
<h3>🛡️ <b>Guaranteed Assurance</b>
</h3>
<p> </p>
<ul>
<li>
<p><b>10 Years Warranty:</b> Guaranteed durability and long-lasting color protection.</p>
</li>
<li>
<p><b>All-Inclusive Cost:</b> <b>Designing Charges &amp; Printing Charges included</b>, providing clear, complete value.</p>
</li>
</ul>
<hr>
<p> </p>
<h3>📝 <b>How to Order</b>
</h3>
<p> </p>
<ol start=""1"">
<li>
<p><b>Share Your Photos:</b> WhatsApp your photos or share a Google Drive link to <b>7044007755</b> or email your files to <b>print.vowshot@gmail.com</b>.</p>
</li>
<li>
<p><b>Confirm Details:</b> Confirm your preferred size, paper type, and cover design.</p>
</li>
<li>
<p><b>Review &amp; Approve:</b> Receive a digital preview before final printing to ensure absolute satisfaction with your design.</p>
</li>
</ol>",Vowshot,Home & Garden > Household Supplies > Storage & Organization > Photo Storage > Photo Albums,"albums,photobooks & megabooks",,True,Size,20 Sheets,,,,,,,,,5500.0,,0.0,deny,manual,14999.0,,True,False,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_8lvmo28lvmo28lvm_5715656e-e4e0-41be-8532-df7a4c5da21d.png?v=1759592448,1.0,,False,,,,,,,,,,,,,,,,,,pink; white,,,,,,,,,,case,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_8lvmo28lvmo28lvm_5715656e-e4e0-41be-8532-df7a4c5da21d.png?v=1759592448,kg,,,active
rosche-4-in-1-square-combo,,,,,,,,,25 Sheets,,,,,,,,,5500.0,,0.0,deny,manual,15999.0,,True,False,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/IMG_4282.jpg?v=1759592064,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_8lvmo28lvmo28lvm_5715656e-e4e0-41be-8532-df7a4c5da21d.png?v=1759592448,kg,,,
rosche-4-in-1-square-combo,,,,,,,,,30 Sheets,,,,,,,,,5500.0,,0.0,deny,manual,16999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_8lvmo28lvmo28lvm_5715656e-e4e0-41be-8532-df7a4c5da21d.png?v=1759592448,kg,,,
rosche-4-in-1-square-combo,,,,,,,,,35 Sheets,,,,,,,,,5500.0,,0.0,deny,manual,17999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_8lvmo28lvmo28lvm_5715656e-e4e0-41be-8532-df7a4c5da21d.png?v=1759592448,kg,,,
rosche-4-in-1-square-combo,,,,,,,,,40 Sheets,,,,,,,,,5500.0,,0.0,deny,manual,18999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_8lvmo28lvmo28lvm_5715656e-e4e0-41be-8532-df7a4c5da21d.png?v=1759592448,kg,,,
rosche-4-in-1-square-combo,,,,,,,,,45 Sheets,,,,,,,,,5500.0,,0.0,deny,manual,19999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_8lvmo28lvmo28lvm_5715656e-e4e0-41be-8532-df7a4c5da21d.png?v=1759592448,kg,,,
rosche-4-in-1-square-combo,,,,,,,,,50 Sheets,,,,,,,,,5500.0,,0.0,deny,manual,21999.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_8lvmo28lvmo28lvm_5715656e-e4e0-41be-8532-df7a4c5da21d.png?v=1759592448,kg,,,
